customer_id,customer_name,customer_phone,customer_email,order_id,order_date,order_total,order_items
184,Customer 184,665.406.7849x5421,customer183@example.com,1184,2023-04-03,150.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
185,Customer 185,809-139-4512x6726,customer184@example.com,1185,2023-11-29,250.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}]"
186,Customer 186,+1-144-691-4124x0119,customer185@example.com,1186,2023-12-25,250.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
187,Customer 187,669-139-0723,customer186@example.com,1187,2023-01-12,150.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
188,Customer 188,592.921.4678,customer187@example.com,1188,2023-05-22,150.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
189,Customer 189,5183735249,customer188@example.com,1189,2023-02-19,600.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}]"
190,Customer 190,(919)244-7728x5456,customer189@example.com,1190,2023-02-14,750.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}]"
191,Customer 191,(507)436-2582x3798,customer190@example.com,1191,2023-05-10,300.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
192,Customer 192,+1-330-909-7662x155,customer191@example.com,1192,2023-09-27,550.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
193,Customer 193,137.302.0886x3289,customer192@example.com,1193,2023-03-09,600.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}]"
194,Customer 194,+1-403-989-7830,customer193@example.com,1194,2023-11-19,250.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}]"
195,Customer 195,001-196-386-7522,customer194@example.com,1195,2023-08-17,250.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}]"
196,Customer 196,528-395-6530x934,customer195@example.com,1196,2023-01-25,350.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}]"
197,Customer 197,001-235-141-6831x17506,customer196@example.com,1197,2023-02-28,350.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
198,Customer 198,+1-383-538-6208x6455,customer197@example.com,1198,2023-03-17,150.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}]"
199,Customer 199,028.493.5598x72278,customer198@example.com,1199,2023-10-02,600.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}]"
200,Customer 200,033.922.9432,customer199@example.com,1200,2023-02-22,400.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}]"
201,Customer 201,161.228.5631x129,customer200@example.com,1201,2023-12-23,550.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}]"
202,Customer 202,(874)697-4127,customer201@example.com,1202,2023-08-13,300.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
203,Customer 203,001-408-293-9865,customer202@example.com,1203,2023-12-22,150.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}]"
204,Customer 204,217.261.8644x65894,customer203@example.com,1204,2023-03-28,100.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}]"
205,Customer 205,001-966-793-3532x150,customer204@example.com,1205,2023-11-12,650.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}]"
206,Customer 206,+1-563-586-7760x22790,customer205@example.com,1206,2023-01-15,300.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
207,Customer 207,(639)781-8777x0156,customer206@example.com,1207,2023-07-18,550.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
208,Customer 208,+1-405-031-0640,customer207@example.com,1208,2023-05-07,650.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}]"
209,Customer 209,(913)859-1246x144,customer208@example.com,1209,2023-03-11,250.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
210,Customer 210,(148)977-7733x755,customer209@example.com,1210,2023-07-06,700.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}]"
211,Customer 211,+1-314-511-6736,customer210@example.com,1211,2023-06-15,150.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 3, ""price"": 50.0}]"
212,Customer 212,001-563-874-7827x5490,customer211@example.com,1212,2023-06-18,600.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 3, ""price"": 50.0}]"
213,Customer 213,+1-543-385-9757,customer212@example.com,1213,2023-12-16,50.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}]"
214,Customer 214,482-541-3679x08884,customer213@example.com,1214,2023-07-29,100.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}]"
215,Customer 215,921-177-4388x3186,customer214@example.com,1215,2023-11-04,300.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}]"
216,Customer 216,379.259.8757x6958,customer215@example.com,1216,2023-01-31,600.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}]"
217,Customer 217,+1-794-082-5969x472,customer216@example.com,1217,2023-09-14,50.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}]"
218,Customer 218,001-307-765-9604x602,customer217@example.com,1218,2023-04-09,450.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
219,Customer 219,769.414.2933,customer218@example.com,1219,2023-03-18,250.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}]"
220,Customer 220,040.926.2210x84628,customer219@example.com,1220,2023-02-22,300.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
221,Customer 221,260.978.8355x10856,customer220@example.com,1221,2023-10-27,650.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}]"
222,Customer 222,+1-728-338-3186x02834,customer221@example.com,1222,2023-01-23,250.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
223,Customer 223,180.886.7798x3789,customer222@example.com,1223,2023-11-23,500.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}]"
224,Customer 224,9941259866,customer223@example.com,1224,2023-09-24,300.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
225,Customer 225,133.930.7680x16633,customer224@example.com,1225,2023-07-28,150.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 3, ""price"": 50.0}]"
226,Customer 226,001-240-750-7416x2922,customer225@example.com,1226,2023-01-25,350.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
227,Customer 227,201.489.1770,customer226@example.com,1227,2023-08-24,250.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}]"
228,Customer 228,(470)132-6485,customer227@example.com,1228,2023-01-20,500.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}]"
229,Customer 229,(948)426-4911x9229,customer228@example.com,1229,2023-02-18,300.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
230,Customer 230,(322)328-1072x517,customer229@example.com,1230,2023-04-14,50.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}]"
231,Customer 231,(063)284-7293x3009,customer230@example.com,1231,2023-09-03,450.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
232,Customer 232,001-694-391-9416x588,customer231@example.com,1232,2023-02-14,500.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}]"
233,Customer 233,+1-075-756-9569x6549,customer232@example.com,1233,2023-03-02,450.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}]"
234,Customer 234,001-719-416-8590x39502,customer233@example.com,1234,2023-03-20,100.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}]"
235,Customer 235,456-892-4907x1657,customer234@example.com,1235,2023-12-30,550.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}]"
236,Customer 236,(827)776-4790,customer235@example.com,1236,2023-06-12,150.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
237,Customer 237,001-358-974-6218,customer236@example.com,1237,2023-02-07,50.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}]"
238,Customer 238,+1-979-359-9451,customer237@example.com,1238,2023-02-13,650.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}]"
239,Customer 239,289.864.5739x2354,customer238@example.com,1239,2023-01-23,300.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}]"
240,Customer 240,944.787.8736x75476,customer239@example.com,1240,2023-03-26,300.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
241,Customer 241,022-094-9870x304,customer240@example.com,1241,2023-11-14,200.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}]"
242,Customer 242,743-951-7510x7581,customer241@example.com,1242,2023-02-08,150.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}]"
243,Customer 243,(824)417-8685x1696,customer242@example.com,1243,2023-01-14,400.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
244,Customer 244,824.478.3916x616,customer243@example.com,1244,2023-12-27,600.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 3, ""price"": 50.0}]"
245,Customer 245,001-941-087-8855x567,customer244@example.com,1245,2023-01-23,600.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}]"
246,Customer 246,918.637.9552,customer245@example.com,1246,2023-05-07,750.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 3, ""price"": 50.0}]"
247,Customer 247,550.896.9546x6538,customer246@example.com,1247,2023-02-15,350.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
248,Customer 248,712-994-1180x3384,customer247@example.com,1248,2023-07-10,350.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}]"
249,Customer 249,(126)797-4628x60571,customer248@example.com,1249,2023-06-19,600.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}]"
250,Customer 250,001-116-842-3596,customer249@example.com,1250,2023-11-10,50.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}]"
251,Customer 251,673.818.8250,customer250@example.com,1251,2023-09-29,50.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}]"
252,Customer 252,715.191.3226x144,customer251@example.com,1252,2023-10-17,550.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
253,Customer 253,693-261-5691x436,customer252@example.com,1253,2023-07-25,150.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}]"
254,Customer 254,(184)889-3136x715,customer253@example.com,1254,2023-02-02,150.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
255,Customer 255,339-764-2248x01057,customer254@example.com,1255,2023-09-12,300.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
256,Customer 256,8151364300,customer255@example.com,1256,2023-07-10,300.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
257,Customer 257,(058)241-8186x76303,customer256@example.com,1257,2023-09-03,200.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
258,Customer 258,093.052.6530,customer257@example.com,1258,2023-02-14,250.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
259,Customer 259,(395)292-5684x255,customer258@example.com,1259,2023-12-27,500.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}]"
260,Customer 260,(538)051-7351x92425,customer259@example.com,1260,2023-07-02,550.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}]"
261,Customer 261,(643)783-0437x766,customer260@example.com,1261,2023-10-13,550.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
262,Customer 262,+1-780-382-4765x710,customer261@example.com,1262,2023-04-12,150.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}]"
263,Customer 263,(002)965-6022,customer262@example.com,1263,2023-08-16,150.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 3, ""price"": 50.0}]"
264,Customer 264,156-013-1691,customer263@example.com,1264,2023-06-17,600.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}]"
265,Customer 265,001-860-034-9157x0927,customer264@example.com,1265,2023-06-15,50.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}]"
266,Customer 266,001-590-238-5356x0488,customer265@example.com,1266,2023-04-28,500.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}]"
267,Customer 267,+1-087-509-5382,customer266@example.com,1267,2023-06-15,500.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}]"
268,Customer 268,7516418318,customer267@example.com,1268,2023-06-29,300.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
269,Customer 269,(046)061-1666,customer268@example.com,1269,2023-05-05,300.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
270,Customer 270,(423)902-1919,customer269@example.com,1270,2023-06-01,50.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}]"
271,Customer 271,(088)744-7746x6898,customer270@example.com,1271,2023-08-20,200.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 3, ""price"": 50.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}]"
272,Customer 272,+1-254-463-1558x612,customer271@example.com,1272,2023-01-27,150.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
273,Customer 273,(841)168-0353,customer272@example.com,1273,2023-08-27,450.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}]"
274,Customer 274,+1-205-565-7295x43158,customer273@example.com,1274,2023-03-17,400.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
275,Customer 275,022.423.2184,customer274@example.com,1275,2023-10-03,100.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}]"
276,Customer 276,587.653.3364,customer275@example.com,1276,2023-12-18,250.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
277,Customer 277,167-516-3019x734,customer276@example.com,1277,2023-08-06,200.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}]"
278,Customer 278,860.893.9229,customer277@example.com,1278,2023-04-28,200.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}]"
279,Customer 279,(367)166-1576x63702,customer278@example.com,1279,2023-01-28,100.0,"[{""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
280,Customer 280,800.054.5984x9411,customer279@example.com,1280,2023-09-17,100.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}]"
281,Customer 281,+1-784-263-9067x71830,customer280@example.com,1281,2023-10-24,550.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 3, ""price"": 50.0}]"
282,Customer 282,+1-690-249-3127x70998,customer281@example.com,1282,2023-02-12,50.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}]"
283,Customer 283,446.160.2036,customer282@example.com,1283,2023-09-10,700.0,"[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 3, ""price"": 150.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 3, ""price"": 50.0}]"
284,Customer 284,+1-353-449-5568x70936,customer283@example.com,1284,2023-11-14,100.0,"[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}]"
